prop_name,monthly_rent,location,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
Setia City Residences,2600.0,Selangor - Setia Alam,2.0,2.0,2.0,858,Fully Furnished,"Squash Court, Playground, Swimming Pool, Tennis Court, Lift, Barbeque area, Gymnasium, Jogging Track, Sauna, Parking, Security, Minimart",None,Selangor
H5 Apartment,1400.0,Selangor - Ampang,3.0,1.0,2.0,887,Partially Furnished,"Parking, Lift, Security","Air-Cond, Near KTM/LRT",Selangor
Ehsan Residence @ Sepang,1800.0,Selangor - Sepang,4.0,2.0,2.0,1135,Partially Furnished,"Gymnasium, Minimart, Swimming Pool, Lift, Security, Playground, Parking",None,Selangor
BSP Skypark Serviced Residence,1200.0,Selangor - Kuala Langat,3.0,2.0,2.0,1004,Not Furnished,"Minimart, Playground, Gymnasium, Security, Parking, Swimming Pool, Lift",None,Selangor
saujana apartment,910.0,Selangor - Damansara Damai,3.0,1.0,2.0,850,Partially Furnished,"Security, Parking, Jogging Track, Swimming Pool","Air-Cond, Cooking Allowed",Selangor
Seri Kasturi (Setia Alam),1300.0,Selangor - Setia Alam,3.0,2.0,2.0,950,Partially Furnished,"Security, Playground, Parking, Swimming Pool, Gymnasium, Multipurpose hall",Cooking Allowed,Selangor
Apartment Putra 1,1300.0,Selangor - Kajang,3.0,1.0,2.0,1050,Not Furnished,"Playground, Parking, Security, Swimming Pool, Lift, Barbeque area",Cooking Allowed,Selangor
The Sanderson,2000.0,Selangor - Seri Kembangan,4.0,2.0,3.0,1480,Partially Furnished,"Club house, Parking, Security, Swimming Pool, Jogging Track, Barbeque area, Minimart, Playground, Gymnasium, Multipurpose hall",Air-Cond,Selangor
Sunway SuriaMas Condominium,2500.0,Selangor - Subang Jaya,4.0,2.0,2.0,1300,Fully Furnished,None,None,Selangor
Menara U,1400.0,Selangor - Shah Alam,2.0,1.0,1.0,527,Fully Furnished,"Security, Gymnasium, Lift, Parking, Swimming Pool, Jogging Track, Minimart, Playground, Squash Court, Multipurpose hall","Near KTM/LRT, Cooking Allowed, Washing Machine",Selangor
V'Residence @ Cyberjaya,2500.0,Selangor - Cyberjaya,4.0,2.0,3.0,1647,Fully Furnished,"Multipurpose hall, Playground, Jogging Track, Parking, Swimming Pool, Security, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Icon City,2600.0,Selangor - Petaling Jaya,2.0,1.0,1.0,700,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Sauna",None,Selangor
Apartment Permai (Damansara Damai),780.0,Selangor - Damansara Damai,3.0,2.0,2.0,675,Not Furnished,"Minimart, Gymnasium, Parking, Security, Playground","Cooking Allowed, Near KTM/LRT",Selangor
Isola,5000.0,Selangor - Subang Jaya,3.0,2.0,3.0,1389,Fully Furnished,"Swimming Pool, Gymnasium, Multipurpose hall, Parking, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Vista Alam Serviced Apartment,1300.0,Selangor - Shah Alam,1.0,1.0,1.0,550,Fully Furnished,"Security, Minimart, Playground, Gymnasium, Jogging Track, Parking, Lift, Swimming Pool, Sauna, Barbeque area, Squash Court, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Vista Alam Serviced Apartment,1300.0,Selangor - Shah Alam,2.0,1.0,1.0,659,Partially Furnished,"Parking, Minimart, Gymnasium, Security, Playground, Jogging Track, Lift, Swimming Pool, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Squash Court","Air-Cond, Cooking Allowed",Selangor
Galleria (Cyberjaya),1000.0,Selangor - Cyberjaya,1.0,1.0,8.0,550,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Sri Penaga Apartment,950.0,Selangor - Puchong,3.0,1.0,2.0,842,Not Furnished,"Parking, Security, Swimming Pool, Playground","Cooking Allowed, Near KTM/LRT",Selangor
Kita Impian,1400.0,Selangor - Dengkil,3.0,2.0,2.0,901,Partially Furnished,"Gymnasium, Security, Swimming Pool, Barbeque area, Playground, Parking, Lift, Minimart, Multipurpose hall, Squash Court","Air-Cond, Cooking Allowed",Selangor
Vista Pinggiran,1350.0,Selangor - Seri Kembangan,3.0,1.0,2.0,815,Fully Furnished,"Security, Swimming Pool, Gymnasium, Barbeque area, Parking, Minimart, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Permai Puteri,1200.0,Selangor - Ampang,3.0,1.0,2.0,836,Not Furnished,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall","Cooking Allowed, Internet",Selangor
Villa Malawati,800.0,Selangor - Kuala Selangor,3.0,1.0,2.0,938,Fully Furnished,"Parking, Playground","Air-Cond, Cooking Allowed",Selangor
Eclipse Residence @ Pan'gaea,2300.0,Selangor - Cyberjaya,3.0,2.0,2.0,990,Fully Furnished,"Parking, Security, Barbeque area, Swimming Pool, Gymnasium, Multipurpose hall","Air-Cond, Washing Machine, Cooking Allowed",Selangor
Hijauan Puteri Condominiums,1400.0,Selangor - Puchong,3.0,1.0,2.0,915,Partially Furnished,"Minimart, Squash Court, Gymnasium, Parking, Security, Lift, Swimming Pool, Playground","Air-Cond, Washing Machine, Near KTM/LRT",Selangor
Residensi Laguna (Belvedere Service Apt),2000.0,Selangor - Bandar Sunway,3.0,1.0,2.0,949,Fully Furnished,"Swimming Pool, Multipurpose hall, Security, Minimart, Gymnasium, Parking, Lift, Playground, Barbeque area, Jogging Track",None,Selangor
Emerald Avenue (Selayang),1400.0,Selangor - Selayang,2.0,1.0,2.0,1000,Fully Furnished,"Parking, Minimart, Swimming Pool, Security, Gymnasium, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Emerald Avenue (Selayang),1500.0,Selangor - Selayang,1.0,1.0,2.0,900,Fully Furnished,"Parking, Barbeque area, Gymnasium, Swimming Pool, Security, Minimart, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Emerald Avenue (Selayang),1300.0,Selangor - Selayang,1.0,1.0,1.0,650,Fully Furnished,"Parking, Minimart, Swimming Pool, Security, Gymnasium, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Selangor
SD Apartments,900.0,Selangor - Bandar Sri Damansara,3.0,1.0,2.0,811,Partially Furnished,"Minimart, Playground, Security, Parking, Barbeque area","Cooking Allowed, Near KTM/LRT",Selangor
Emerald Avenue (Selayang),1300.0,Selangor - Selayang,2.0,1.0,2.0,1000,Partially Furnished,"Parking, Minimart, Swimming Pool, Security, Gymnasium, Lift","Air-Cond, Cooking Allowed",Selangor
Casa Venicia Apartment,1100.0,Selangor - Batu Caves,3.0,1.0,2.0,1100,Not Furnished,"Jogging Track, Barbeque area, Minimart, Gymnasium, Club house, Tennis Court, Parking, Security, Playground, Swimming Pool",None,Selangor
Taman Impian Indah Apartment (Balakong),800.0,Selangor - Balakong,3.0,1.0,2.0,850,Not Furnished,Parking,None,Selangor
Taman Bukit Cheras,700.0,Selangor - Cheras,2.0,1.0,1.0,600,Partially Furnished,"Security, Parking, Lift","Cooking Allowed, Near KTM/LRT",Selangor
Silk Residence,1200.0,Selangor - Cheras,3.0,2.0,2.0,1021,Partially Furnished,None,None,Selangor
Empire City,1200.0,Selangor - Damansara Perdana,1.0,2.0,1.0,952,Partially Furnished,"Security, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
Seri Intan Apartments @ Setia Alam,1600.0,Selangor - Setia Alam,3.0,2.0,2.0,830,Fully Furnished,"Security, Swimming Pool, Sauna, Multipurpose hall, Playground, Jogging Track, Minimart, Barbeque area, Parking, Gymnasium","Air-Cond, Washing Machine, Cooking Allowed",Selangor
Mahkota Garden Residence Condominium,1550.0,Selangor - Bandar Mahkota Cheras,4.0,2.0,2.0,1396,Not Furnished,"Minimart, Barbeque area, Security, Parking, Playground, Tennis Court, Squash Court, Swimming Pool, Gymnasium, Jogging Track, Lift, Sauna, Multipurpose hall, Club house",None,Selangor
Setia City Residences,2600.0,Selangor - Setia Alam,3.0,2.0,2.0,985,Partially Furnished,"Minimart, Swimming Pool, Tennis Court, Barbeque area, Sauna, Squash Court, Jogging Track, Parking, Security, Playground, Gymnasium, Lift",Air-Cond,Selangor
Gravit8,1600.0,Selangor - Port Klang,3.0,2.0,2.0,890,Partially Furnished,None,"Air-Cond, Cooking Allowed",Selangor
Pangsapuri Orkid,550.0,Selangor - Shah Alam,3.0,2.0,1.0,650,Not Furnished,"Playground, Parking",None,Selangor
Tiara Intan,1300.0,Selangor - Ampang,3.0,1.0,2.0,900,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Selangor
D' Camellia,900.0,Selangor - Semenyih,3.0,2.0,2.0,860,Partially Furnished,None,Cooking Allowed,Selangor
Pangsapuri Putra Impian (Bangi),1400.0,Selangor - Bangi,3.0,2.0,3.0,1100,Partially Furnished,"Parking, Lift, Security, Swimming Pool, Playground, Minimart, Gymnasium, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Lagoon Perdana,950.0,Selangor - Petaling Jaya,3.0,1.0,2.0,850,Not Furnished,"Security, Gymnasium, Playground, Swimming Pool, Multipurpose hall, Lift, Parking",Cooking Allowed,Selangor
3 Residen,2200.0,Selangor - Ulu Klang,2.0,2.0,2.0,950,Fully Furnished,"Playground, Swimming Pool, Barbeque area, Security, Minimart, Gymnasium, Sauna",None,Selangor
Gaya Resort Homes,1650.0,Selangor - Shah Alam,3.0,2.0,2.0,882,Not Furnished,None,Air-Cond,Selangor
Aster Residence Cheras,2500.0,Selangor - 360,3.0,2.0,2.0,810,Fully Furnished,"Swimming Pool, Playground, Gymnasium, Barbeque area, Parking, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
D'Sara Sentral Serviced Residence,1300.0,Selangor - Sungai Buloh,1.0,1.0,1.0,450,Fully Furnished,None,None,Selangor
Pangsapuri Permai Putera,1500.0,Selangor - Ampang,3.0,1.0,2.0,1013,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Crystal Tower (Pangsapuri Kristal),1200.0,Selangor - Ampang,3.0,1.0,2.0,900,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Jogging Track, Minimart","Cooking Allowed, Near KTM/LRT",Selangor
Le Pavillion,1700.0,Selangor - Puchong,3.0,2.0,2.0,990,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor
YOU Vista @ YOU City Cheras,1400.0,Selangor - Cheras,2.0,2.0,2.0,850,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Canopy Hills,1500.0,Selangor - Kajang,2.0,1.0,1.0,600,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
Sri Ria Apartments,850.0,Selangor - Kajang,3.0,1.0,2.0,910,Partially Furnished,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",Selangor
Maple Residences,1700.0,Selangor - Klang,3.0,2.0,2.0,864,Fully Furnished,"Playground, Sauna, Parking, Swimming Pool, Barbeque area, Multipurpose hall, Club house, Security, Gymnasium, Lift","Air-Cond, Cooking Allowed, Washing Machine",Selangor
The Olive,1500.0,Selangor - Sepang,3.0,2.0,2.0,818,Fully Furnished,"Security, Swimming Pool, Gymnasium, Lift, Parking, Playground","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor
Bella Vista (Ampang),1500.0,Selangor - Ampang,3.0,1.0,2.0,1036,Not Furnished,"Security, Parking, Playground",None,Selangor
LBS Skylake Residence,1200.0,Selangor - Puchong,1.0,2.0,1.0,554,Partially Furnished,"Playground, Sauna, Security, Gymnasium, Lift, Swimming Pool, Jogging Track, Multipurpose hall, Barbeque area, Parking","Air-Cond, Cooking Allowed",Selangor
Ritze Perdana 2,1550.0,Selangor - Damansara Perdana,3.0,1.0,2.0,860,Fully Furnished,"Swimming Pool, Gymnasium, Squash Court, Parking, Security, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
The Olive,1300.0,Selangor - Sepang,3.0,2.0,2.0,818,Partially Furnished,"Gymnasium, Lift, Parking, Security, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor
The Olive,1200.0,Selangor - Sepang,3.0,2.0,2.0,818,Partially Furnished,"Security, Swimming Pool, Gymnasium, Lift, Parking, Playground","Cooking Allowed, Near KTM/LRT",Selangor
The Olive,1400.0,Selangor - Sepang,3.0,2.0,2.0,818,Fully Furnished,"Gymnasium, Lift, Parking, Security, Playground, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor
Le Pavillion,1650.0,Selangor - Puchong,3.0,1.0,2.0,990,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed",Selangor
Parisien Tower,1800.0,Selangor - Shah Alam,2.0,1.0,2.0,725,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Selangor
Garden Park,900.0,Selangor - Kajang,3.0,1.0,2.0,880,Partially Furnished,"Sauna, Minimart, Gymnasium, Parking, Playground, Security, Swimming Pool, Lift",None,Selangor
Garden Park,850.0,Selangor - Kajang,3.0,1.0,2.0,880,Partially Furnished,"Security, Minimart, Playground, Swimming Pool, Parking, Gymnasium, Sauna",None,Selangor
Casa Indah 2,2800.0,Selangor - Kota Damansara,3.0,1.0,3.0,1422,Fully Furnished,"Swimming Pool, Playground, Security, Minimart, Parking, Gymnasium, Lift, Barbeque area, Sauna, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Selangor
Puteri Bayu Apartments (Bayu Puteri),1300.0,Selangor - Puchong,3.0,2.0,2.0,900,Partially Furnished,None,None,Selangor
Trefoil,1300.0,Selangor - Setia Alam,1.0,1.0,1.0,488,Fully Furnished,"Parking, Security, Lift, Playground, Gymnasium, Sauna, Swimming Pool, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Canopy Hills,850.0,Selangor - Kajang,2.0,1.0,1.0,600,Not Furnished,"Jogging Track, Playground, Multipurpose hall, Gymnasium, Lift, Security, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT",Selangor
Residensi Suasana @ Damai,1900.0,Selangor - Damansara Damai,3.0,2.0,2.0,1076,Fully Furnished,"Security, Playground, Swimming Pool, Gymnasium, Minimart",None,Selangor
Aman 1,1200.0,Selangor - Shah Alam,3.0,2.0,2.0,870,Partially Furnished,"Barbeque area, Security, Swimming Pool, Gymnasium, Lift, Parking, Playground","Cooking Allowed, Washing Machine",Selangor
Bell Suites,700.0,Selangor - Sepang,1.0,1.0,1.0,450,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Gymnasium, Sauna, Club house, Jogging Track",None,Selangor
Centrus SoHo 1 @ Cyberjaya,700.0,Selangor - Cyberjaya,1.0,1.0,1.0,450,Not Furnished,"Swimming Pool, Gymnasium, Barbeque area, Playground, Sauna, Security, Parking, Multipurpose hall, Minimart, Lift",None,Selangor
YOU Vista @ YOU City Cheras,1600.0,Selangor - Cheras,3.0,2.0,2.0,1267,Partially Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Barbeque area, Gymnasium, Sauna, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Cooking Allowed, Near KTM/LRT, Air-Cond",Selangor
Setia City Residences,2000.0,Selangor - Setia Alam,2.0,2.0,2.0,985,Partially Furnished,"Lift, Barbeque area, Gymnasium, Sauna, Parking, Swimming Pool, Security, Playground, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Maple Residence (Klang),1600.0,Selangor - Klang,3.0,2.0,2.0,884,Fully Furnished,Multipurpose hall,None,Selangor
Maple Residence (Klang),1100.0,Selangor - Klang,3.0,2.0,2.0,884,Not Furnished,Multipurpose hall,None,Selangor
Horizon Suites,800.0,Selangor - Dengkil,1.0,1.0,1.0,239,Fully Furnished,"Swimming Pool, Sauna, Minimart, Security, Playground, Lift, Squash Court, Gymnasium, Parking","Air-Cond, Washing Machine, Near KTM/LRT, Internet",Selangor
GM Residence Remia,2500.0,Selangor - Klang,3.0,2.0,2.0,815,Fully Furnished,Multipurpose hall,None,Selangor
Akasa Cheras South,2350.0,Selangor - Seri Kembangan,3.0,2.0,2.0,1000,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Tennis Court, Jogging Track, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Selangor
Taman Lembah Maju 600 Apartment,750.0,Selangor - Ampang,2.0,1.0,1.0,560,Partially Furnished,"Parking, Security, Playground, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Selangor
Danau Perintis,1498.0,Selangor - Puncak Alam,1.0,1.0,1.0,600,Fully Furnished,"Swimming Pool, Multipurpose hall, Parking, Security, Gymnasium, Lift, Playground, Minimart","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine",Selangor
Sentrovue,1200.0,Selangor - Puncak Alam,3.0,1.0,2.0,849,Partially Furnished,"Security, Parking, Gymnasium, Multipurpose hall, Playground, Swimming Pool, Minimart, Lift, Jogging Track",Air-Cond,Selangor
Astoria Ampang,3500.0,Selangor - Ampang,3.0,1.0,2.0,1050,Fully Furnished,"Sauna, Multipurpose hall, Parking, Minimart, Gymnasium, Playground, Swimming Pool, Jogging Track, Security, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Harmoni @ Eco Majestic,900.0,Selangor - Semenyih,3.0,2.0,2.0,900,Not Furnished,None,None,Selangor
Palm Hill Residence,1000.0,Selangor - Kajang,3.0,2.0,2.0,1011,Partially Furnished,"Parking, Gymnasium, Security, Sauna, Lift, Barbeque area, Swimming Pool, Minimart, Multipurpose hall, Playground, Club house, Jogging Track",Cooking Allowed,Selangor
Bukit Utama,1200.0,Selangor - Petaling Jaya,3.0,1.0,2.0,1130,Partially Furnished,"Security, Swimming Pool, Playground, Gymnasium, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Symphony Tower,1500.0,Selangor - Balakong,3.0,2.0,2.0,1000,Fully Furnished,"Sauna, Parking, Swimming Pool, Jogging Track, Barbeque area, Multipurpose hall, Gymnasium, Security, Lift, Playground","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Evo SOHO Suites @ Bandar Baru Bangi,1100.0,Selangor - Bangi,1.0,1.0,1.0,454,Fully Furnished,"Security, Parking, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Lift, Jogging Track, Minimart","Cooking Allowed, Air-Cond, Near KTM/LRT, Washing Machine, Internet",Selangor
Baiduri Courts (Bukit Puchong),1200.0,Selangor - 389,3.0,1.0,2.0,950,Fully Furnished,"Playground, Multipurpose hall, Security, Lift, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Selangor
Magna Ville Condominium,1100.0,Selangor - Selayang,3.0,1.0,2.0,900,Partially Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Minimart",Cooking Allowed,Selangor
Sri Sunway Apartment,950.0,Selangor - Puchong,3.0,1.0,2.0,823,Partially Furnished,"Security, Playground, Swimming Pool, Parking","Air-Cond, Cooking Allowed",Selangor
Sri Sunway Apartment,950.0,Selangor - Puchong,3.0,1.0,2.0,823,Partially Furnished,"Security, Playground, Swimming Pool, Parking","Air-Cond, Cooking Allowed",Selangor
Oakleaf Park,1100.0,Selangor - Ampang,3.0,1.0,2.0,850,Not Furnished,"Playground, Tennis Court, Jogging Track, Parking, Swimming Pool, Barbeque area, Security, Minimart, Gymnasium",Cooking Allowed,Selangor
Maple Residence (Klang),1600.0,Selangor - Klang,3.0,2.0,2.0,870,Fully Furnished,"Multipurpose hall, Parking, Lift, Security, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Selangor
