prop_name,monthly_rent,location,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
Secoya Residences,4300.0,Kuala Lumpur - Pantai,3.0,2.0,2.0,1360,Fully Furnished,"Security, Gymnasium, Jogging Track, Multipurpose hall, Playground, Barbeque area, Sauna, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
Platinum Oug Residence,1350.0,Kuala Lumpur - Bukit Jalil,3.0,1.0,2.0,1200,Partially Furnished,"Parking, Security, Lift, Playground, Barbeque area, Multipurpose hall, Minimart, Jogging Track, Swimming Pool, Gymnasium","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Central Residence @ Sg Besi,1900.0,Kuala Lumpur - Sungai Besi,2.0,2.0,2.0,875,Fully Furnished,"Gymnasium, Multipurpose hall, Playground, Barbeque area, Sauna, Security, Swimming Pool, Lift, Parking, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Maxim Residences,1500.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,1050,Partially Furnished,"Swimming Pool, Parking, Security, Gymnasium, Lift, Playground, Minimart, Multipurpose hall","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Platinum OUG Residence,2000.0,Kuala Lumpur - Kuchai Lama,3.0,2.0,3.0,1250,Partially Furnished,"Security, Playground, Lift, Gymnasium, Parking, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Platinum Splendor Residensi Semarak,1200.0,Kuala Lumpur - Keramat,3.0,2.0,2.0,936,Not Furnished,"Squash Court, Playground, Tennis Court, Sauna, Security, Swimming Pool, Gymnasium, Lift, Parking, Minimart",None,Kuala Lumpur
Inspirasi Mont Kiara,3400.0,Kuala Lumpur - Mont Kiara,3.0,2.0,2.0,1018,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Arcoris,4000.0,Kuala Lumpur - Mont Kiara,2.0,1.0,2.0,886,Fully Furnished,"Barbeque area, Security, Swimming Pool, Lift, Parking, Playground, Gymnasium, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
i-Zen @ Kiara 1,2600.0,Kuala Lumpur - Mont Kiara,2.0,2.0,2.0,913,Fully Furnished,"Security, Gymnasium, Parking, Playground, Barbeque area, Squash Court, Sauna, Swimming Pool, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Mizumi Residences,1300.0,Kuala Lumpur - Kepong,4.0,1.0,2.0,932,Partially Furnished,"Minimart, Parking, Lift, Multipurpose hall, Security, Swimming Pool, Tennis Court, Club house, Playground, Gymnasium, Squash Court, Jogging Track, Sauna",None,Kuala Lumpur
Inspirasi Mont Kiara,3500.0,Kuala Lumpur - Mont Kiara,3.0,2.0,2.0,1018,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
One Maxim,1700.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,890,Fully Furnished,"Multipurpose hall, Security, Gymnasium, Jogging Track, Barbeque area, Swimming Pool, Playground, Parking, Sauna, Lift","Cooking Allowed, Washing Machine, Air-Cond",Kuala Lumpur
Inspirasi Mont Kiara,3500.0,Kuala Lumpur - Mont Kiara,3.0,2.0,2.0,1018,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track",None,Kuala Lumpur
The Loft @ ZetaPark,1300.0,Kuala Lumpur - Setapak,1.0,1.0,1.0,585,Not Furnished,"Multipurpose hall, Parking, Gymnasium, Jogging Track, Sauna, Security, Swimming Pool, Lift, Playground, Minimart","Air-Cond, Cooking Allowed",Kuala Lumpur
The Loft @ ZetaPark,2200.0,Kuala Lumpur - Setapak,3.0,2.0,2.0,1012,Fully Furnished,"Multipurpose hall, Parking, Gymnasium, Jogging Track, Sauna, Security, Swimming Pool",None,Kuala Lumpur
KM1,2800.0,Kuala Lumpur - Bukit Jalil,3.0,2.0,3.0,1500,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
PV18 Residence,1999.0,Kuala Lumpur - Setapak,3.0,2.0,2.0,1219,Partially Furnished,"Lift, Parking, Security, Swimming Pool, Playground, Gymnasium, Club house, Multipurpose hall, Jogging Track","Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur
The Loft @ ZetaPark,2200.0,Kuala Lumpur - Setapak,3.0,2.0,2.0,1012,Partially Furnished,"Multipurpose hall, Parking, Gymnasium, Jogging Track, Sauna, Security, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur
Villa Crystal,2000.0,Kuala Lumpur - Segambut,3.0,2.0,2.0,1203,Partially Furnished,"Sauna, Parking, Security, Swimming Pool, Gymnasium, Jogging Track, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Eco Sky,2450.0,Kuala Lumpur - Jalan Ipoh,3.0,2.0,2.0,1088,Fully Furnished,"Parking, Security, Lift, Gymnasium, Sauna, Barbeque area, Swimming Pool, Playground, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Verve Suites (Sri Hartamas),2300.0,Kuala Lumpur - Sri Hartamas,1.0,1.0,1.0,672,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Majestic Maxim,1200.0,Kuala Lumpur - Cheras,2.0,1.0,2.0,650,Partially Furnished,"Jogging Track, Lift, Parking, Gymnasium, Security, Swimming Pool, Barbeque area, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
The Era,1500.0,Kuala Lumpur - Segambut,1.0,1.0,1.0,300,Partially Furnished,"Playground, Swimming Pool, Gymnasium, Parking, Security, Barbeque area, Sauna, Club house, Jogging Track, Lift, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Platinum Teratai Residence,1450.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,928,Partially Furnished,"Playground, Swimming Pool, Multipurpose hall, Security, Gymnasium",None,Kuala Lumpur
Villa Scott,2600.0,Kuala Lumpur - Brickfields,4.0,1.0,2.0,1450,Fully Furnished,"Parking, Swimming Pool, Squash Court, Security, Minimart, Barbeque area, Gymnasium, Sauna, Club house, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
PV9 Residences @ Taman Melati,2300.0,Kuala Lumpur - Setapak,4.0,2.0,2.0,1100,Fully Furnished,None,None,Kuala Lumpur
Seasons Garden Residences @ Wangsa Maju,1450.0,Kuala Lumpur - Wangsa Maju,4.0,1.0,2.0,850,Partially Furnished,"Security, Swimming Pool, Parking, Minimart, Playground, Gymnasium",None,Kuala Lumpur
Residensi Seri Wahyu @ Jalan Kuching KL,1400.0,Kuala Lumpur - KL City,3.0,1.0,2.0,800,Fully Furnished,"Gymnasium, Playground, Squash Court, Security, Minimart, Jogging Track, Lift, Parking, Swimming Pool",None,Kuala Lumpur
Residensi Desa Satumas,1700.0,Kuala Lumpur - Taman Desa,3.0,1.0,2.0,850,Fully Furnished,"Parking, Playground, Security, Multipurpose hall",Washing Machine,Kuala Lumpur
Villa Scott,2500.0,Kuala Lumpur - Brickfields,4.0,1.0,3.0,1500,Fully Furnished,"Parking, Swimming Pool, Squash Court, Security, Minimart, Barbeque area, Gymnasium, Sauna, Club house, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
South View,3400.0,Kuala Lumpur - Bangsar South,3.0,1.0,2.0,1119,Fully Furnished,"Barbeque area, Security, Playground, Gymnasium, Parking, Swimming Pool, Multipurpose hall, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Sentul Utama Condominium,1500.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,877,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Minimart, Multipurpose hall, Jogging Track, Barbeque area, Tennis Court, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
city of green,1600.0,Kuala Lumpur - Bukit Jalil,3.0,2.0,2.0,1000,Fully Furnished,None,"Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
city of green,1200.0,Kuala Lumpur - Bukit Jalil,3.0,2.0,2.0,1000,Partially Furnished,"Swimming Pool, Parking, Gymnasium, Playground, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
100 Residency,2900.0,Kuala Lumpur - Setapak,4.0,1.0,3.0,1447,Fully Furnished,"Minimart, Tennis Court, Parking, Swimming Pool, Lift, Barbeque area, Security, Playground, Gymnasium, Squash Court, Sauna","Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur
Mizumi Residences,1500.0,Kuala Lumpur - Kepong,4.0,2.0,2.0,932,Partially Furnished,"Lift, Multipurpose hall, Minimart, Playground, Club house, Security, Swimming Pool, Gymnasium, Jogging Track, Sauna, Parking, Tennis Court, Squash Court","Cooking Allowed, Air-Cond, Near KTM/LRT",Kuala Lumpur
Trinity Aquata,2000.0,Kuala Lumpur - Sungai Besi,3.0,2.0,2.0,1216,Partially Furnished,"Gymnasium, Parking, Security, Swimming Pool, Jogging Track",None,Kuala Lumpur
M Centura,1200.0,Kuala Lumpur - Sentul,2.0,1.0,1.0,650,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Maxim Residences,1400.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,1050,Partially Furnished,"Security, Gymnasium, Parking, Swimming Pool, Lift, Playground, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
United Point Residence @ North Kiara,1500.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,829,Partially Furnished,None,"Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Residence 8,1200.0,Kuala Lumpur - Old Klang Road,1.0,1.0,1.0,350,Fully Furnished,"Gymnasium, Sauna, Multipurpose hall, Swimming Pool, Barbeque area, Security, Playground",None,Kuala Lumpur
The Era,2500.0,Kuala Lumpur - Segambut,3.0,2.0,2.0,1023,Not Furnished,"Playground, Swimming Pool, Gymnasium, Jogging Track, Parking, Security, Barbeque area, Sauna",None,Kuala Lumpur
Parkview Service Apartment,2400.0,Kuala Lumpur - KLCC,1.0,1.0,1.0,660,Fully Furnished,"Tennis Court, Swimming Pool, Squash Court, Jogging Track, Gymnasium, Parking, Security, Minimart, Playground",None,Kuala Lumpur
Platinum Splendor Residensi Semarak,2000.0,Kuala Lumpur - Keramat,3.0,1.0,2.0,1065,Partially Furnished,"Gymnasium, Security, Playground, Swimming Pool, Lift, Sauna, Tennis Court, Parking, Minimart, Squash Court",None,Kuala Lumpur
Ria Apartment Taman Daya Jinjang Good condition,850.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,860,Partially Furnished,"Lift, Parking, Playground",Air-Cond,Kuala Lumpur
M Vertica,2500.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,850,Fully Furnished,"Lift, Parking, Security, Jogging Track, Tennis Court, Multipurpose hall, Playground, Swimming Pool, Barbeque area",None,Kuala Lumpur
M Vertica,2200.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,850,Fully Furnished,"Lift, Parking, Security, Jogging Track, Tennis Court, Multipurpose hall, Playground, Swimming Pool, Barbeque area",None,Kuala Lumpur
The Havre @ Bukit Jalil,2200.0,Kuala Lumpur - Bukit Jalil,3.0,2.0,3.0,1100,Fully Furnished,"Parking, Security, Club house, Minimart, Tennis Court, Sauna, Playground, Gymnasium, Squash Court, Barbeque area, Multipurpose hall, Swimming Pool, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Sri Ayu,1700.0,Kuala Lumpur - Setiawangsa,3.0,1.0,2.0,1100,Fully Furnished,"Playground, Parking, Security, Minimart, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
M Vertica,2500.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,850,Fully Furnished,"Swimming Pool, Jogging Track, Parking, Security, Playground, Multipurpose hall, Tennis Court, Lift, Barbeque area",None,Kuala Lumpur
The Havre @ Bukit Jalil,1500.0,Kuala Lumpur - Bukit Jalil,3.0,2.0,2.0,1100,Partially Furnished,"Parking, Security, Club house, Minimart, Tennis Court, Sauna, Playground, Gymnasium, Squash Court, Barbeque area, Multipurpose hall, Swimming Pool, Jogging Track, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Suria @ North Kiara,1700.0,Kuala Lumpur - Segambut,2.0,1.0,2.0,713,Fully Furnished,"Swimming Pool, Gymnasium, Playground, Security, Minimart, Parking","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Seasons Garden Residences @ Wangsa Maju,1600.0,Kuala Lumpur - Wangsa Maju,3.0,2.0,2.0,850,Fully Furnished,"Security, Swimming Pool, Parking, Minimart, Playground, Gymnasium",None,Kuala Lumpur
Idaman Sutera,1200.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,845,Partially Furnished,"Jogging Track, Sauna, Security, Minimart, Gymnasium, Barbeque area, Tennis Court, Parking, Playground, Swimming Pool",None,Kuala Lumpur
M Suite,1650.0,Kuala Lumpur - Bandar Menjalara,2.0,1.0,1.0,510,Fully Furnished,"Swimming Pool, Playground, Security, Parking, Lift, Gymnasium, Barbeque area, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Lido Residency,1600.0,Kuala Lumpur - Cheras,2.0,1.0,2.0,962,Not Furnished,"Gymnasium, Parking, Jogging Track, Swimming Pool, Security, Barbeque area, Multipurpose hall, Playground, Lift, Minimart",None,Kuala Lumpur
Suasana Lumayan,1600.0,Kuala Lumpur - Cheras,4.0,1.0,2.0,1142,Partially Furnished,"Minimart, Sauna, Security, Gymnasium, Playground, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
OUG Parklane,1200.0,Kuala Lumpur - OUG,3.0,1.0,2.0,950,Partially Furnished,"Squash Court, Sauna, Playground, Swimming Pool, Parking, Security, Minimart, Lift","Cooking Allowed, Air-Cond",Kuala Lumpur
Lido Residency,1800.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,1000,Partially Furnished,"Gymnasium, Parking, Jogging Track, Swimming Pool, Security, Barbeque area, Multipurpose hall, Playground, Lift, Minimart","Air-Cond, Near KTM/LRT",Kuala Lumpur
Putra Suria Residence,1350.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,750,Partially Furnished,"Jogging Track, Parking, Gymnasium, Security, Minimart, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
The Hipster @ Taman Desa,1550.0,Kuala Lumpur - Taman Desa,3.0,2.0,2.0,958,Partially Furnished,"Playground, Swimming Pool, Squash Court, Parking, Security, Gymnasium, Minimart, Lift, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Jogging Track, Club house","Internet, Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
The Hipster @ Taman Desa,2200.0,Kuala Lumpur - Taman Desa,3.0,2.0,2.0,958,Fully Furnished,"Playground, Swimming Pool, Squash Court, Parking, Security, Gymnasium, Minimart, Lift, Sauna, Barbeque area, Multipurpose hall, Tennis Court, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Tiara Mutiara,1500.0,Kuala Lumpur - Old Klang Road,3.0,1.0,2.0,850,Fully Furnished,None,None,Kuala Lumpur
Scenaria @ North Kiara Hills,2400.0,Kuala Lumpur - Segambut,4.0,2.0,3.0,1300,Fully Furnished,"Playground, Swimming Pool, Jogging Track, Barbeque area, Multipurpose hall, Security, Gymnasium, Parking, Club house, Sauna, Lift, Minimart, Squash Court, Tennis Court","Air-Cond, Internet, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
The Park Sky Residence @ Bukit Jalil City,2500.0,Kuala Lumpur - Bukit Jalil,3.0,2.0,2.0,1061,Partially Furnished,"Playground, Multipurpose hall, Parking, Swimming Pool, Security, Lift, Gymnasium, Club house, Sauna, Jogging Track, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
Idaman abadi,801.0,Kuala Lumpur - Sungai Besi,3.0,2.0,3.0,1022,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Multipurpose hall, Jogging Track, Club house, Sauna, Barbeque area, Minimart","Air-Cond, Near KTM/LRT, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
Ketumbar Heights,1400.0,Kuala Lumpur - Cheras,3.0,1.0,2.0,903,Fully Furnished,"Parking, Gymnasium, Sauna, Playground",Cooking Allowed,Kuala Lumpur
PV 10 Platinum Lake Condominium,1900.0,Kuala Lumpur - Setapak,4.0,1.0,2.0,1272,Fully Furnished,"Parking, Playground, Gymnasium, Multipurpose hall, Club house, Security, Minimart, Squash Court, Swimming Pool, Tennis Court, Jogging Track, Barbeque area",None,Kuala Lumpur
Tuan Residency,1500.0,Kuala Lumpur - Jalan Kuching,3.0,1.0,2.0,879,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Gymnasium",Air-Cond,Kuala Lumpur
Legasi Kampong Bharu,3000.0,Kuala Lumpur - KL City,3.0,1.0,2.0,950,Fully Furnished,"Minimart, Squash Court, Jogging Track, Lift, Tennis Court, Parking, Security, Playground, Gymnasium, Swimming Pool",None,Kuala Lumpur
Arte Mont Kiara,2500.0,Kuala Lumpur - Mont Kiara,2.0,1.0,2.0,726,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Squash Court, Tennis Court, Barbeque area, Sauna, Jogging Track, Club house, Gymnasium",None,Kuala Lumpur
The Crest Jalan Sultan Ismail,3200.0,Kuala Lumpur - Jalan Sultan Ismail,3.0,1.0,2.0,1182,Partially Furnished,"Barbeque area, Security, Minimart, Swimming Pool, Playground, Squash Court, Sauna, Club house, Parking, Tennis Court, Gymnasium, Jogging Track, Lift, Multipurpose hall","Air-Cond, Cooking Allowed",Kuala Lumpur
Infiniti 3 Residences,2700.0,Kuala Lumpur - Wangsa Maju,3.0,2.0,2.0,1085,Fully Furnished,None,None,Kuala Lumpur
"Aston Kiara 3, Mont Kiara",850.0,Kuala Lumpur - Mont Kiara,3.0,2.0,3.0,1600,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Sauna, Gymnasium, Multipurpose hall, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
The Herz,1900.0,Kuala Lumpur - Kepong,3.0,2.0,3.0,1073,Fully Furnished,"Tennis Court, Sauna, Minimart, Lift, Security, Swimming Pool, Squash Court, Multipurpose hall, Parking, Playground, Barbeque area, Club house, Gymnasium, Jogging Track",None,Kuala Lumpur
Tiara Mutiara,1550.0,Kuala Lumpur - Old Klang Road,2.0,1.0,2.0,722,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
"Fera Residence @ The Quartz, Wangsa Maju",1650.0,Kuala Lumpur - Wangsa Maju,3.0,2.0,2.0,950,Partially Furnished,"Parking, Swimming Pool",None,Kuala Lumpur
The Reach @ Titiwangsa,2300.0,Kuala Lumpur - Setapak,3.0,2.0,3.0,1368,Fully Furnished,"Security, Squash Court, Parking, Swimming Pool, Gymnasium, Lift, Playground","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",Kuala Lumpur
Residensi Jalilmas,1100.0,Kuala Lumpur - Bukit Jalil,3.0,1.0,2.0,800,Partially Furnished,"Parking, Multipurpose hall, Minimart, Security, Lift","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
Maxim Residences,1400.0,Kuala Lumpur - Cheras,2.0,2.0,2.0,825,Partially Furnished,"Parking, Security, Gymnasium, Swimming Pool","Air-Cond, Near KTM/LRT",Kuala Lumpur
The Address @ Taman Desa,3500.0,Kuala Lumpur - Taman Desa,3.0,2.0,2.0,1118,Fully Furnished,"Parking, Barbeque area, Jogging Track, Gymnasium, Sauna, Security, Minimart, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
TR Residence,2500.0,Kuala Lumpur - Titiwangsa,2.0,1.0,1.0,710,Fully Furnished,"Swimming Pool, Jogging Track, Barbeque area, Multipurpose hall, Playground, Gymnasium, Security, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Sri Jelatek,1700.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,1100,Partially Furnished,"Parking, Security, Tennis Court, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
The Herz,2500.0,Kuala Lumpur - Kepong,3.0,2.0,3.0,1144,Fully Furnished,"Security, Playground, Barbeque area, Sauna, Minimart, Jogging Track, Parking, Gymnasium, Squash Court, Multipurpose hall, Club house, Swimming Pool, Tennis Court, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
The Hamstead,1900.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,1003,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Desa Dua Aman Puri,900.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,850,Partially Furnished,"Security, Parking, Minimart, Playground, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
Batu 9 double story house,1800.0,Kuala Lumpur - Cheras,4.0,3.0,3.0,3000,Partially Furnished,"Parking, Security, Lift, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Kiara East,1750.0,Kuala Lumpur - Jalan Kuching,2.0,1.0,1.0,700,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Club house, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Sentul Point Suite Apartment,1200.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,875,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Lakeville Residence,1980.0,Kuala Lumpur - Jalan Ipoh,3.0,2.0,2.0,1100,Fully Furnished,"Parking, Gymnasium, Security, Sauna, Lift, Swimming Pool, Playground, Multipurpose hall, Barbeque area, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
The Holmes 2,1600.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,1000,Partially Furnished,"Parking, Security, Playground, Swimming Pool, Multipurpose hall, Sauna, Barbeque area, Gymnasium, Jogging Track, Lift, Tennis Court, Squash Court, Minimart, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
The Hamstead,1350.0,Kuala Lumpur - Cheras,3.0,2.0,2.0,1003,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Multipurpose hall, Minimart, Barbeque area, Sauna, Gymnasium, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT, Internet",Kuala Lumpur
"SkyAwani 3 Residence, Setapak",1300.0,Kuala Lumpur - Setapak,3.0,1.0,2.0,800,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
The Elements,1600.0,Kuala Lumpur - Ampang,1.0,1.0,1.0,540,Fully Furnished,"Security, Playground, Gymnasium, Barbeque area, Sauna, Jogging Track, Swimming Pool, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
Residensi Rampai,1600.0,Kuala Lumpur - Setapak,4.0,2.0,2.0,1000,Partially Furnished,"Parking, Playground, Swimming Pool, Security, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed",Kuala Lumpur
Majestic Maxim,1150.0,Kuala Lumpur - Cheras,2.0,1.0,2.0,700,Partially Furnished,"Parking, Barbeque area, Security, Lift, Swimming Pool, Jogging Track, Playground, Gymnasium","Cooking Allowed, Near KTM/LRT, Air-Cond",Kuala Lumpur
Kepong Sentral Condominium,1100.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,984,Not Furnished,"Swimming Pool, Gymnasium, Squash Court, Security, Tennis Court, Minimart, Jogging Track, Lift, Parking, Playground","Near KTM/LRT, Cooking Allowed",Kuala Lumpur
Inspirasi Condominium in Mont Kiara,2400.0,Kuala Lumpur - Mont Kiara,3.0,2.0,2.0,940,Partially Furnished,"Squash Court, Tennis Court",Near KTM/LRT,Kuala Lumpur
Damansara Sutera,1150.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,880,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
"Fera Residence @ The Quartz, Wangsa Maju",1950.0,Kuala Lumpur - Wangsa Maju,3.0,2.0,2.0,850,Fully Furnished,"Parking, Swimming Pool",None,Kuala Lumpur
Ixora Apartment (Kepong),1100.0,Kuala Lumpur - Kepong,3.0,1.0,2.0,970,Partially Furnished,"Security, Playground, Swimming Pool, Sauna, Parking, Lift","Cooking Allowed, Air-Cond",Kuala Lumpur
Casa Green (Bukit Jalil),1600.0,Kuala Lumpur - Bukit Jalil,3.0,2.0,2.0,850,Fully Furnished,None,"Air-Cond, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
Bayu Andaman,1800.0,Kuala Lumpur - Sentul,3.0,1.0,2.0,1000,Fully Furnished,"Playground, Swimming Pool, Gymnasium, Security, Parking, Squash Court, Sauna, Lift, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
Titiwangsa Sentral,2500.0,Kuala Lumpur - Titiwangsa,3.0,1.0,2.0,1100,Fully Furnished,"Barbeque area, Security, Playground, Gymnasium, Tennis Court, Squash Court, Swimming Pool, Lift, Parking","Air-Cond, Internet, Near KTM/LRT, Washing Machine",Kuala Lumpur
